Coefficient of Variation,Mean,Standard Deviation,Ratio of Assigned CourseSeats,Allocation Type
2.328603579747878,0.09975198412698413,0.23228282732504874,0.08695652173913043,Random from set of trainers
1.3120155555093576,0.09936192279942278,0.13036438833816258,0.12173913043478261,Random from set of trainers
1.165746779382994,0.09432720057720058,0.10996163028108528,0.1391304347826087,Random from set of trainers
1.819010720144332,0.05580357142857142,0.10150729465091136,0.09565217391304348,Random from set of trainers
1.3397181603250206,0.08720914502164503,0.1168356753319162,0.11304347826086956,Random from set of trainers
1.8848029973712688,0.044358766233766236,0.08360753555709403,0.0782608695652174,Random from set of trainers
1.3651517331796585,0.04469246031746031,0.06101198966244406,0.08695652173913043,Random from set of trainers
1.596327192206332,0.14531926406926407,0.23197709278517883,0.1565217391304348,Random from set of trainers
1.7290009912300686,0.07203057359307359,0.12454093314129464,0.09565217391304348,Random from set of trainers
1.8748868111747947,0.050520833333333334,0.09472084410622661,0.08695652173913043,Random from set of trainers
1.4846606255047043,0.07867739898989898,0.1168092363974266,0.12173913043478261,Random from set of trainers
1.9497365446132966,0.031331168831168835,0.061087524855578945,0.09565217391304348,Random from set of trainers
1.3998715530146102,0.09699900793650792,0.13578615188095586,0.13043478260869565,Random from set of trainers
1.9645153739989933,0.0522885101010101,0.102721581976936,0.09565217391304348,Random from set of trainers
1.665730044155745,0.05612599206349206,0.09349075123820562,0.0782608695652174,Random from set of trainers
1.3007601010954788,0.10734126984126983,0.1396252410104472,0.17391304347826086,Random from set of trainers
1.6555287296854697,0.06134108946608946,0.10155193592131784,0.08695652173913043,Random from set of trainers
1.3405453371171019,0.07637085137085137,0.10237858869685804,0.13043478260869565,Random from set of trainers
1.5229028054984701,0.06533414502164502,0.0994975527483071,0.11304347826086956,Random from set of trainers
1.1697328621216547,0.09553571428571428,0.11175126450626523,0.1565217391304348,Random from set of trainers
1.2829741463562427,0.10523989898989898,0.13502006956918286,0.17391304347826086,Random from set of trainers
2.1406851833013802,0.03963293650793651,0.08484163995326403,0.06086956521739131,Random from set of trainers
2.0023036548825353,0.06644345238095238,0.13303996754539463,0.06956521739130435,Random from set of trainers
1.5618700086768775,0.0683103354978355,0.10669186429672474,0.10434782608695652,Random from set of trainers
1.0315345157534763,0.09762581168831168,0.10070439438494266,0.13043478260869565,Random from set of trainers
1.4247571918406432,0.07986111111111112,0.11378269240394026,0.08695652173913043,Random from set of trainers
1.9212328682572608,0.04523809523809524,0.08691291546878084,0.09565217391304348,Random from set of trainers
1.4155733949973592,0.10585317460317463,0.14984293774426416,0.11304347826086956,Random from set of trainers
1.9512106501575963,0.09367559523809522,0.1827808190884236,0.12173913043478261,Random from set of trainers
1.5591508268359664,0.08759469696969698,0.13657334420674896,0.11304347826086956,Random from set of trainers
1.5041411933786948,0.051501623376623375,0.07746571324665437,0.08695652173913043,Random from set of trainers
1.522347924418966,0.06479527417027417,0.09864095114527471,0.09565217391304348,Random from set of trainers
1.889950299841084,0.06749188311688312,0.12755630473359264,0.12173913043478261,Random from set of trainers
1.5334308915753785,0.1005275974025974,0.15415212331299563,0.1391304347826087,Random from set of trainers
1.3386277483339615,0.09840818903318903,0.13173193250312068,0.13043478260869565,Random from set of trainers
1.6896147667349006,0.07299107142857142,0.12332679212551617,0.06956521739130435,Random from set of trainers
1.1998368236543893,0.09127660533910534,0.10951703222402741,0.13043478260869565,Random from set of trainers
1.6128124589630595,0.08630952380952381,0.13920107532716883,0.08695652173913043,Random from set of trainers
1.5100446946267356,0.0753472222222222,0.11377767317152832,0.08695652173913043,Random from set of trainers
1.3032234067449269,0.09206349206349206,0.11997929776381865,0.1391304347826087,Random from set of trainers
1.8011929181652333,0.0724454365079365,0.13048820719148427,0.09565217391304348,Random from set of trainers
1.5056110575152684,0.065625,0.09880572564943949,0.09565217391304348,Random from set of trainers
1.4385311414023318,0.05331213924963925,0.0766911725253836,0.10434782608695652,Random from set of trainers
1.344168075864692,0.14199585137085136,0.19086629031792604,0.1391304347826087,Random from set of trainers
1.4505185763937634,0.10013077200577199,0.14524154486302088,0.10434782608695652,Random from set of trainers
1.5079921314914253,0.0418786075036075,0.06315261059325787,0.08695652173913043,Random from set of trainers
1.7937101130761026,0.07542162698412698,0.13528453506608204,0.11304347826086956,Random from set of trainers
1.2630881840125627,0.13089150432900432,0.16532751250559455,0.1565217391304348,Random from set of trainers
1.544591908906248,0.06376488095238095,0.09849071919141775,0.10434782608695652,Random from set of trainers
1.6625374223703,0.08044507575757576,0.1337429488923835,0.10434782608695652,Random from set of trainers
1.7793818517003555,0.04660218253968254,0.0829230778607383,0.06956521739130435,Random from set of trainers
1.1457397101714364,0.12813852813852813,0.14681340009123167,0.14782608695652175,Random from set of trainers
1.6651273572943912,0.06362283549783551,0.10594012393608662,0.08695652173913043,Random from set of trainers
1.7315988498356634,0.060466269841269835,0.1047033233109957,0.0782608695652174,Random from set of trainers
0.31239124262614,0.6277259199134199,0.19609608015039007,0.8956521739130435,Random from applications
0.38504681159311993,0.6321586399711399,0.24341066874193043,0.8956521739130435,Random from applications
0.36170896561893956,0.588277867965368,0.21278537911826834,0.8956521739130435,Random from applications
0.28062526178306507,0.6224116161616162,0.17466442272217417,0.8956521739130435,Random from applications
0.34272368670898623,0.6366657647907648,0.21820043811048717,0.8956521739130435,Random from applications
0.49216494370741914,0.5353873556998556,0.26349888777968344,0.8956521739130435,Random from applications
0.33727703474853754,0.6196969696969697,0.2090095563820483,0.8956521739130435,Random from applications
0.3153351093347289,0.6134830447330447,0.19345274298589704,0.8956521739130435,Random from applications
0.24756892257287816,0.6223124098124098,0.1540652128009897,0.8956521739130435,Random from applications
0.3554326978412567,0.6029108044733045,0.21429421379158903,0.8956521739130435,Random from applications
0.3563244469027371,0.6127457611832611,0.21833629444562216,0.8956521739130435,Random from applications
0.3119890655566787,0.6182765151515152,0.1928955122177609,0.8956521739130435,Random from applications
0.3746237875896147,0.5925572691197691,0.22198604852140655,0.8956521739130435,Random from applications
0.3130965051157368,0.5962955447330447,0.18669805107200077,0.8956521739130435,Random from applications
0.2933077251993257,0.5914772727272727,0.17348485337073752,0.8956521739130435,Random from applications
0.3827791849702462,0.5708175505050506,0.2184970767490356,0.8956521739130435,Random from applications
0.30556686243476533,0.6180713383838383,0.18886211963080562,0.8956521739130435,Random from applications
0.36000245746834986,0.5932201479076478,0.21356071106649116,0.8956521739130435,Random from applications
0.3731518128281758,0.5821203102453103,0.21721924905213763,0.8956521739130435,Random from applications
0.382435027048903,0.5996121933621934,0.22931270538732249,0.8956521739130435,Random from applications
0.41052362556425187,0.5871302308802308,0.2410308310593286,0.8956521739130435,Random from applications
0.3794183994801519,0.6000270562770562,0.22766130533742768,0.8956521739130435,Random from applications
0.3589791591886139,0.5899328102453102,0.21177358419963757,0.8956521739130435,Random from applications
0.3010831651408514,0.5843592171717171,0.17594072268529076,0.8956521739130435,Random from applications
0.37015637168944565,0.6082115800865802,0.2251333917043532,0.8956521739130435,Random from applications
0.4193233744824757,0.5547596500721501,0.2326236884949714,0.8956521739130435,Random from applications
0.3401410599544344,0.6119137806637807,0.20813700195570364,0.8956521739130435,Random from applications
0.3717210174789029,0.5863365800865801,0.21795363013488378,0.8956521739130435,Random from applications
0.31030499492874514,0.6262987012987012,0.19434361533037317,0.8956521739130435,Random from applications
0.3983733355037023,0.5949630230880231,0.237017404008942,0.8956521739130435,Random from applications
0.38073601249280403,0.6303300865800867,0.23998936371874616,0.8956521739130435,Random from applications
0.3560692989303114,0.6132981601731602,0.218376645928107,0.8956521739130435,Random from applications
0.3868107528890447,0.6160015331890332,0.2382760168336558,0.8956521739130435,Random from applications
0.32292983804796066,0.5958175505050505,0.19240726509072859,0.8956521739130435,Random from applications
0.39826381856484117,0.6021487193362194,0.23981404830677153,0.8956521739130435,Random from applications
0.2721493989917441,0.6240913600288599,0.16984608854779443,0.8956521739130435,Random from applications
0.3750822375643168,0.6238185425685426,0.23398325478072,0.8956521739130435,Random from applications
0.32113020494023875,0.588568722943723,0.18900719462033236,0.8956521739130435,Random from applications
0.3281775861862056,0.5834843975468975,0.19148650116425323,0.8956521739130435,Random from applications
0.3835026323268481,0.5981376262626262,0.22938735416544964,0.8956521739130435,Random from applications
0.30808605864137295,0.583590367965368,0.1797960563275188,0.8956521739130435,Random from applications
0.2867964562076336,0.5791508838383839,0.16609842109436734,0.8956521739130435,Random from applications
0.3146028983688698,0.5893691378066378,0.1854172389631301,0.8956521739130435,Random from applications
0.3606509499327668,0.6676113816738817,0.24077467898661237,0.8956521739130435,Random from applications
0.34262165962628893,0.6284068362193362,0.2153057931459745,0.8956521739130435,Random from applications
0.29334225555758936,0.6305781024531023,0.18497520287881772,0.8956521739130435,Random from applications
0.4074924948572142,0.6041892135642135,0.24620257000109957,0.8956521739130435,Random from applications
0.38954837742027676,0.5993709415584416,0.23348397775695445,0.8956521739130435,Random from applications
0.44271388722911814,0.5730880230880231,0.2537140264257493,0.8956521739130435,Random from applications
0.4128021634907827,0.5769119769119769,0.23815051221300854,0.8956521739130435,Random from applications
0.3663168952980251,0.6126149891774892,0.2244112208485311,0.8956521739130435,Random from applications
0.45110980476699186,0.5622068903318903,0.25361704053627665,0.8956521739130435,Random from applications
0.38419609888394907,0.5959483225108225,0.22896102064509155,0.8956521739130435,Random from applications
0.3803760180904771,0.5484961219336218,0.20863477079917989,0.8956521739130435,Random from applications
0.5174310626041523,0.5468840187590188,0.2829747789477083,0.8956521739130435,Random from applications
0.4206030453338869,0.5879058441558441,0.24727498842153758,0.8956521739130435,Random from applications
0.38760526650549154,0.6000698953823954,0.2325902517216158,0.8956521739130435,Random from applications
0.3126171265937607,0.6216360028860028,0.19433406100945294,0.8956521739130435,Random from applications
0.2931150141124977,0.6448006854256854,0.18900076200829796,0.8956521739130435,Random from applications
0.43335780219408293,0.6174377705627705,0.26757147524269664,0.8956521739130435,Random from applications
0.2575479467058913,0.6249526515151514,0.1609552721861297,0.8956521739130435,Random from applications
0.38506905530442465,0.6070526695526696,0.23375719798467554,0.8956521739130435,Random from applications
0.3267860835661336,0.6103264790764791,0.19944619979411038,0.8956521739130435,Random from applications
0.27541581967370576,0.5948998917748918,0.16384484131698068,0.8956521739130435,Random from applications
0.3695601516871479,0.584940927128427,0.21617085775760242,0.8956521739130435,Random from applications
0.39259119507749896,0.5896667568542568,0.23149797677088568,0.8956521739130435,Random from applications
0.4327820842784221,0.6274012445887445,0.2715280183119929,0.8956521739130435,Random from applications
0.40458535999658163,0.6080875721500721,0.24602332928778425,0.8956521739130435,Random from applications
0.40279403988170565,0.6362148268398269,0.2562635403354537,0.8956521739130435,Random from applications
0.331614055962289,0.6280528499278499,0.20827115292324913,0.8956521739130435,Random from applications
0.40327468441337944,0.6199742965367965,0.2500199387802835,0.8956521739130435,Random from applications
0.47148956759197436,0.568648538961039,0.2681118537465482,0.8956521739130435,Random from applications
0.31319860156292617,0.5946969696969698,0.18625825926280085,0.8956521739130435,Random from applications
0.28696049242615174,0.6102656024531024,0.1751221177906844,0.8956521739130435,Random from applications
0.2985012741271427,0.5762445887445888,0.17200974394913113,0.8956521739130435,Random from applications
0.31211633563339825,0.6478152056277057,0.20219370814811588,0.8956521739130435,Random from applications
0.385088636095159,0.597950487012987,0.23026393749626725,0.8956521739130435,Random from applications
0.3540722788519857,0.5960227272727272,0.21103512529303012,0.8956521739130435,Random from applications
0.2961967101330089,0.5912540584415584,0.17512750696317939,0.8956521739130435,Random from applications
0.3340392542064316,0.6218411796536796,0.20771936388636278,0.8956521739130435,Random from applications
0.3640211375385035,0.5825441919191919,0.21205839940887256,0.8956521739130435,Random from applications
0.30895354754432575,0.6257530663780664,0.19332862974424356,0.8956521739130435,Random from applications
0.3267350284714983,0.6595756673881674,0.2155064744631804,0.8956521739130435,Random from applications
0.3339965949881744,0.5917816558441558,0.1976530580284117,0.8956521739130435,Random from applications
0.3009777040824081,0.5975220959595959,0.17984082858042752,0.8956521739130435,Random from applications
0.438404795041728,0.5648719336219336,0.2476425642843484,0.8956521739130435,Random from applications
0.3907982460017507,0.5844155844155845,0.2283885853256985,0.8956521739130435,Random from applications
0.3400209279575058,0.6365417568542568,0.21643751884928547,0.8956521739130435,Random from applications
0.37317034116951675,0.6442302489177488,0.24040762178035904,0.8956521739130435,Random from applications
0.43049474964235596,0.5951411435786436,0.25620513760675356,0.8956521739130435,Random from applications
0.4415703092786722,0.5604459776334777,0.24747630367760254,0.8956521739130435,Random from applications
0.44274243411302444,0.5490530303030303,0.2430890750934958,0.8956521739130435,Random from applications
0.31489411479206214,0.6341179653679653,0.19968001537828894,0.8956521739130435,Random from applications
0.3792116151157006,0.6104640151515153,0.23149504515562164,0.8956521739130435,Random from applications
0.4722945557023577,0.5411548520923521,0.25558449043513254,0.8956521739130435,Random from applications
0.4207030953097806,0.5925302128427129,0.24927929460749243,0.8956521739130435,Random from applications
0.30953550083358883,0.6213451479076479,0.19232838154811413,0.8956521739130435,Random from applications
0.30632624329804836,0.6030844155844156,0.18474058341757302,0.8956521739130435,Random from applications
0.3385372886542389,0.5680645743145744,0.1923110407689804,0.8956521739130435,Random from applications
0.29380776918466217,0.6316626082251081,0.18558738179998424,0.8956521739130435,Random from applications
0.5011387328887551,0.6650793650793652,0.33329703028633084,0.8956521739130435,Serial Dictatorship Picking all at once
0.6316909388344785,0.5829770923520924,0.3682613467868877,0.8956521739130435,Serial Dictatorship Picking all at once
0.4902825674800089,0.6452403499278498,0.3163500954043256,0.8956521739130435,Serial Dictatorship Picking all at once
0.6519717441963582,0.5177286255411255,0.3375444350144308,0.8956521739130435,Serial Dictatorship Picking all at once
0.4910981159165169,0.6751691017316017,0.33157427378543675,0.8956521739130435,Serial Dictatorship Picking all at once
0.598549315635343,0.5929924242424243,0.354935209707246,0.8956521739130435,Serial Dictatorship Picking all at once
0.5682605555718383,0.5712256493506492,0.32460500485688404,0.8956521739130435,Serial Dictatorship Picking all at once
0.5986017916855172,0.49002525252525253,0.29332999413276417,0.8956521739130435,Serial Dictatorship Picking all at once
0.5948437585917316,0.5396284271284272,0.3209946018360179,0.8956521739130435,Serial Dictatorship Picking all at once
0.5230184673853735,0.6204117063492063,0.3244867798027063,0.8956521739130435,Serial Dictatorship Picking all at once
0.5468100021376393,0.5681750541125542,0.3106838025538391,0.8956521739130435,Serial Dictatorship Picking all at once
0.5335336128136354,0.5857007575757576,0.31249104121707716,0.8956521739130435,Serial Dictatorship Picking all at once
0.6272192262899859,0.5848169191919191,0.36680841557684873,0.8956521739130435,Serial Dictatorship Picking all at once
0.4950597775406923,0.6190836940836941,0.3064834358721436,0.8956521739130435,Serial Dictatorship Picking all at once
0.6910040806887788,0.5317167207792208,0.3674184238288976,0.8956521739130435,Serial Dictatorship Picking all at once
0.4358940800992785,0.6528476731601731,0.28457243593710807,0.8956521739130435,Serial Dictatorship Picking all at once
0.3607060303319419,0.7162450396825396,0.25835390500883304,0.8956521739130435,Serial Dictatorship Picking all at once
0.5357259228935254,0.5767316017316018,0.3089700695995235,0.8956521739130435,Serial Dictatorship Picking all at once
0.6059359140095164,0.6018105158730158,0.3646586049960544,0.8956521739130435,Serial Dictatorship Picking all at once
0.5321628625720782,0.5863365800865801,0.3120265528895971,0.8956521739130435,Serial Dictatorship Picking all at once
0.5029854991679874,0.6342870670995671,0.31903719706087447,0.8956521739130435,Serial Dictatorship Picking all at once
0.5830709274680189,0.5771239177489178,0.33650417798583815,0.8956521739130435,Serial Dictatorship Picking all at once
0.5664956855265949,0.6464488636363637,0.3662104921635701,0.8956521739130435,Serial Dictatorship Picking all at once
0.5130087527661986,0.5990800865800865,0.30733332802351643,0.8956521739130435,Serial Dictatorship Picking all at once
0.4991995721730494,0.6359825937950938,0.3174822387320171,0.8956521739130435,Serial Dictatorship Picking all at once
0.7537994426918211,0.480465367965368,0.36217452660501515,0.8956521739130435,Serial Dictatorship Picking all at once
0.423989790325644,0.7043357683982683,0.2986311747620331,0.8956521739130435,Serial Dictatorship Picking all at once
0.6520957452039721,0.5171784812409812,0.3372498871282961,0.8956521739130435,Serial Dictatorship Picking all at once
0.5393010298894667,0.6045589826839826,0.32603928199040005,0.8956521739130435,Serial Dictatorship Picking all at once
0.48906680847611195,0.6628336940836942,0.32416995931594383,0.8956521739130435,Serial Dictatorship Picking all at once
0.5184862003150372,0.6103963744588744,0.31648209687925644,0.8956521739130435,Serial Dictatorship Picking all at once
0.4920561357489306,0.6349476911976912,0.3124299073334412,0.8956521739130435,Serial Dictatorship Picking all at once
0.6697347200545587,0.5385078463203462,0.3606574017025404,0.8956521739130435,Serial Dictatorship Picking all at once
0.43242991149607274,0.7011205808080808,0.3031855107069135,0.8956521739130435,Serial Dictatorship Picking all at once
0.5913536098183415,0.5720193001443,0.3382656780260932,0.8956521739130435,Serial Dictatorship Picking all at once
0.4330824626597001,0.6840976731601731,0.2962707049919784,0.8956521739130435,Serial Dictatorship Picking all at once
0.5208902011055143,0.5047077922077923,0.26289734338263704,0.8956521739130435,Serial Dictatorship Picking all at once
0.5053821363009526,0.5944895382395383,0.30044439284406477,0.8956521739130435,Serial Dictatorship Picking all at once
0.6514844447580168,0.5600468975468976,0.3648618420867905,0.8956521739130435,Serial Dictatorship Picking all at once
0.44467930640981146,0.6586264430014431,0.29287754985704295,0.8956521739130435,Serial Dictatorship Picking all at once
0.6136803914055954,0.5553030303030303,0.34077858098507685,0.8956521739130435,Serial Dictatorship Picking all at once
0.5815279639975365,0.5655257936507937,0.328869063369837,0.8956521739130435,Serial Dictatorship Picking all at once
0.47126326807369345,0.6587662337662338,0.31045232822127405,0.8956521739130435,Serial Dictatorship Picking all at once
0.4533755791152918,0.6321631493506493,0.28660733393219734,0.8956521739130435,Serial Dictatorship Picking all at once
0.6565618828320261,0.5442911255411256,0.3573608061940441,0.8956521739130435,Serial Dictatorship Picking all at once
0.5166996529401013,0.6303526334776334,0.32570298694777206,0.8956521739130435,Serial Dictatorship Picking all at once
0.5077965722230373,0.6342374639249639,0.32206361015652896,0.8956521739130435,Serial Dictatorship Picking all at once
0.48578420889105484,0.5970441017316017,0.2900345966327566,0.8956521739130435,Serial Dictatorship Picking all at once
0.5393771357489288,0.5562950937950938,0.3000528543223794,0.8956521739130435,Serial Dictatorship Picking all at once
0.5360050269161378,0.5938537157287157,0.31830857688341874,0.8956521739130435,Serial Dictatorship Picking all at once
0.5541265130814935,0.5864042207792208,0.32494212611665996,0.8956521739130435,Serial Dictatorship Picking all at once
0.7189902898441543,0.5099476911976911,0.3666474382995852,0.8956521739130435,Serial Dictatorship Picking all at once
0.5636809417215813,0.6026537698412697,0.33970444451618803,0.8956521739130435,Serial Dictatorship Picking all at once
0.43906894365051596,0.6357345779220779,0.27913130957035337,0.8956521739130435,Serial Dictatorship Picking all at once
0.5399592789850401,0.6054518398268398,0.32691933889306646,0.8956521739130435,Serial Dictatorship Picking all at once
0.5331169581300521,0.6131673881673881,0.32688993280434686,0.8956521739130435,Serial Dictatorship Picking all at once
0.4699923688389882,0.5940137987012988,0.2791819523746693,0.8956521739130435,Serial Dictatorship Picking all at once
0.5050284313276596,0.6288487554112554,0.31758650048769743,0.8956521739130435,Serial Dictatorship Picking all at once
0.4446643249522935,0.6457589285714287,0.28714595805513066,0.8956521739130435,Serial Dictatorship Picking all at once
0.4009175062880661,0.6913307178932179,0.2771665874380874,0.8956521739130435,Serial Dictatorship Picking all at once
0.44040188297665456,0.6672325937950939,0.29385049069075664,0.8956521739130435,Serial Dictatorship Picking all at once
0.5754793724952291,0.5890083874458873,0.338962177201786,0.8956521739130435,Serial Dictatorship Picking all at once
0.5550512901952883,0.6166373556998557,0.34226535986381584,0.8956521739130435,Serial Dictatorship Picking all at once
0.5985949364750327,0.5760619588744589,0.3448277716781396,0.8956521739130435,Serial Dictatorship Picking all at once
0.5215188432968789,0.5789930555555556,0.3019557886102589,0.8956521739130435,Serial Dictatorship Picking all at once
0.4738522076293636,0.6362554112554114,0.3014910312395053,0.8956521739130435,Serial Dictatorship Picking all at once
0.5279312327927764,0.5930803571428571,0.3131056440916087,0.8956521739130435,Serial Dictatorship Picking all at once
0.688761458691251,0.5205064033189033,0.3585047496080645,0.8956521739130435,Serial Dictatorship Picking all at once
0.4114659596160044,0.6586512445887446,0.2710125664069834,0.8956521739130435,Serial Dictatorship Picking all at once
0.49263071375853484,0.6395991161616161,0.315086169114025,0.8956521739130435,Serial Dictatorship Picking all at once
0.5273661743915509,0.6431254509379509,0.3391626087149882,0.8956521739130435,Serial Dictatorship Picking all at once
0.42139259810979274,0.6919845779220778,0.29159717914249267,0.8956521739130435,Serial Dictatorship Picking all at once
0.6094706274313908,0.5441175144300144,0.3316236429160697,0.8956521739130435,Serial Dictatorship Picking all at once
0.450081829563169,0.6188672438672439,0.278540901376485,0.8956521739130435,Serial Dictatorship Picking all at once
0.6680479972929484,0.5592261904761904,0.37358993658138384,0.8956521739130435,Serial Dictatorship Picking all at once
0.4692784080371573,0.6157490079365079,0.28895771419490335,0.8956521739130435,Serial Dictatorship Picking all at once
0.5023435736255147,0.6132891414141414,0.30808185896370344,0.8956521739130435,Serial Dictatorship Picking all at once
0.4125862913703713,0.6697375541125541,0.27632453364276205,0.8956521739130435,Serial Dictatorship Picking all at once
0.6094062781176897,0.592034181096681,0.36078934682058267,0.8956521739130435,Serial Dictatorship Picking all at once
0.39079564110913523,0.7134943181818183,0.278830469501589,0.8956521739130435,Serial Dictatorship Picking all at once
0.5069185338590027,0.5731894841269842,0.29056037291704895,0.8956521739130435,Serial Dictatorship Picking all at once
0.48900405912723827,0.5847921176046176,0.2859657192542713,0.8956521739130435,Serial Dictatorship Picking all at once
0.5964517997094585,0.6082792207792207,0.3628092359596332,0.8956521739130435,Serial Dictatorship Picking all at once
0.4184137275380846,0.6759627525252525,0.2828320949609947,0.8956521739130435,Serial Dictatorship Picking all at once
0.44767989975033684,0.6566941738816738,0.293988781929978,0.8956521739130435,Serial Dictatorship Picking all at once
0.4421613445140346,0.6726934523809524,0.2974390413505496,0.8956521739130435,Serial Dictatorship Picking all at once
0.5104529545450477,0.6088271103896103,0.3107775973055005,0.8956521739130435,Serial Dictatorship Picking all at once
0.7133922480884719,0.5071879509379509,0.36182395252301036,0.8956521739130435,Serial Dictatorship Picking all at once
0.6246141912717516,0.5671829906204906,0.35427054498951116,0.8956521739130435,Serial Dictatorship Picking all at once
0.4870706897436892,0.6157941017316017,0.29993525787050673,0.8956521739130435,Serial Dictatorship Picking all at once
0.5587100391642121,0.6140083874458874,0.3430526501970465,0.8956521739130435,Serial Dictatorship Picking all at once
0.5845957445490585,0.5946879509379509,0.3476520454529254,0.8956521739130435,Serial Dictatorship Picking all at once
0.4259765182640448,0.6568181818181819,0.27978912222342944,0.8956521739130435,Serial Dictatorship Picking all at once
0.4546640589104253,0.6523268398268398,0.29658956873188186,0.8956521739130435,Serial Dictatorship Picking all at once
0.5288275885554351,0.5908189033189034,0.3124413359151024,0.8956521739130435,Serial Dictatorship Picking all at once
0.5795327244585122,0.5671176046176046,0.32866321049242575,0.8956521739130435,Serial Dictatorship Picking all at once
0.5405914774451966,0.5561462842712842,0.30064794148986984,0.8956521739130435,Serial Dictatorship Picking all at once
0.5121648314594522,0.6457634379509378,0.33073732236081854,0.8956521739130435,Serial Dictatorship Picking all at once
0.479578236022219,0.6141098484848485,0.29451371786023584,0.8956521739130435,Serial Dictatorship Picking all at once
0.5189833775329799,0.6453823953823955,0.33494273535588065,0.8956521739130435,Serial Dictatorship Picking all at once
0.36404874906518586,0.6783324314574315,0.24694607312242386,0.8956521739130435,Round Robin Quota 5
